pessoa_nome;pessoa_endereco;loja_nome;loja_endereco;distancia_km
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Express";"Av. Paulista, 3360, Cidade Nova, Curitiba - PR - 67263-526";"331,6473"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Express";"Av. Brasil, 265, Vila Rica, Rio de Janeiro - RJ - 74715-351";"356,9021"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Shopping";"Rua Primeiro de Maio, 4913, Industrial, Porto Alegre - RS - 12239-546";"851,1682"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Express";"Av. Paulista, 2141, Jardim América, Rio de Janeiro - RJ - 25833-530";"353,5865"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Shopping";"Rua Direita, 2037, Santa Mônica, Porto Alegre - RS - 12184-133";"845,1378"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Premium";"Rua Marechal Floriano, 2237, Estoril, Salvador - BA - 48333-446";"1459,0234"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Outlet";"Rua José Bonifácio, 4827, Centro, São Paulo - SP - 87114-549";"6,9091"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Express";"Av. da Praia, 4425, Cidade Nova, São Paulo - SP - 85287-158";"14,7511"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Outlet";"Rua Marechal Floriano, 3266, Vila Rica, Rio de Janeiro - RJ - 28998-401";"355,5986"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Outlet";"Av. Brasil, 4363, São Cristóvão, Curitiba - PR - 79704-384";"702,2125"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Shopping";"Rua Primeiro de Maio, 584, Centro, Curitiba - PR - 96845-846";"338,7108"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Express";"Av. Paulista, 4736, Cidade Nova, Salvador - BA - 86467-840";"1468,3286"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Premium";"Av. Paulista, 2636, Jardim Europa, Salvador - BA - 66695-793";"1468,3286"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Shopping";"Av. Paulista, 4485, Vila Rica, Rio de Janeiro - RJ - 52118-520";"378,7111"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Centro";"Rua Direita, 200, Jardim Europa, Curitiba - PR - 80016-948";"331,6473"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Express";"Praça da Sé, 2215, São Cristóvão, Curitiba - PR - 75665-892";"333,4332"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Express";"Av. da Praia, 2616, Centro, Belo Horizonte - MG - 61220-847";"497,3382"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Centro";"Rua Primeiro de Maio, 775, Cidade Nova, São Paulo - SP - 49885-210";"22,8711"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Premium";"Rua Marechal Floriano, 1594, Vila Rica, Rio de Janeiro - RJ - 72783-244";"355,6711"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Shopping";"Av. Paulista, 4901, Vila Rica, Salvador - BA - 51307-333";"1468,3286"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Premium";"Av. Paulista, 4806, Jardim América, Rio de Janeiro - RJ - 20122-758";"353,5865"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Express";"Av. Paulista, 2628, Santa Mônica, Rio de Janeiro - RJ - 25785-465";"245,3602"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Outlet";"Rua Direita, 3673, Industrial, São Paulo - SP - 45233-382";"7,0461"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Express";"Av. Brasil, 4772, Vila Rica, Belo Horizonte - MG - 94206-670";"496,1202"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Outlet";"Av. Brasil, 737, Estoril, Porto Alegre - RS - 39791-859";"841,7665"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Express";"Av. Goiás, 2828, Jardim Europa, Curitiba - PR - 79150-343";"336,2334"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Outlet";"Rua Direita, 4474, Centro, São Paulo - SP - 95416-100";"7,0399"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Outlet";"Rua Direita, 729, Boa Vista, Salvador - BA - 84876-218";"1477,1460"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Express";"Av. João Pessoa, 2561, Vila Rica, Salvador - BA - 53827-722";"1466,8658"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Express";"Av. Brasil, 3849, Vila Rica, São Paulo - SP - 43536-617";"15,4791"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Centro";"Rua Direita, 2101, São Cristóvão, Salvador - BA - 27282-203";"1476,6164"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Express";"Rua José Bonifácio, 3018, Cidade Nova, Curitiba - PR - 70319-317";"2480,5461"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Shopping";"Rua Direita, 1772, Jardim América, São Paulo - SP - 87407-632";"7,0461"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Express";"Av. Goiás, 4725, Estoril, Porto Alegre - RS - 62454-476";"847,1998"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Centro";"Av. Goiás, 1929, Centro, Porto Alegre - RS - 19772-705";"845,5744"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Premium";"Av. João Pessoa, 1335, Centro, São Paulo - SP - 66659-700";"267,7002"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Shopping";"Av. Brasil, 3495, Jardim Europa, Belo Horizonte - MG - 52879-896";"506,5165"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Centro";"Av. da Praia, 1799, Centro, Curitiba - PR - 27187-567";"332,7244"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Centro";"Av. João Pessoa, 3983, Estoril, Curitiba - PR - 25253-384";"340,4813"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Outlet";"Rua Primeiro de Maio, 178, Industrial, Belo Horizonte - MG - 66012-918";"499,1527"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Premium";"Praça da Sé, 3483, Vila Rica, Curitiba - PR - 12042-816";"331,6473"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Premium";"Av. da Praia, 2560, São Cristóvão, Porto Alegre - RS - 29222-663";"842,7873"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Centro";"Praça da Sé, 1888, Boa Vista, Salvador - BA - 29532-598";"1461,5552"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Centro";"Rua Direita, 3801, Jardim Europa, São Paulo - SP - 92897-400";"7,0461"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Express";"Av. João Pessoa, 4815, Vila Rica, Rio de Janeiro - RJ - 90909-962";"360,0308"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Premium";"Av. Goiás, 3582, Santa Mônica, Belo Horizonte - MG - 43508-735";"503,7643"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Centro";"Av. Goiás, 3376, Jardim América, Curitiba - PR - 31826-968";"330,5103"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Outlet";"Rua José Bonifácio, 3490, Vila Rica, Rio de Janeiro - RJ - 71148-651";"355,1360"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Shopping";"Av. Goiás, 2359, Vila Rica, Salvador - BA - 52899-727";"1288,1213"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Outlet";"Av. da Praia, 742, Santa Mônica, São Paulo - SP - 55580-343";"14,7815"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Premium";"Rua José Bonifácio, 3163, São Cristóvão, São Paulo - SP - 21882-343";"18,5226"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Express";"Rua José Bonifácio, 3136, Industrial, Salvador - BA - 82368-562";"1472,1768"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Outlet";"Rua Marechal Floriano, 3499, Industrial, Belo Horizonte - MG - 19219-493";"506,5792"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Express";"Rua Direita, 4671, Jardim Europa, Rio de Janeiro - RJ - 42088-953";"395,5236"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Shopping";"Av. da Praia, 1087, Cidade Nova, Salvador - BA - 23883-191";"1463,9285"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Outlet";"Av. da Praia, 4141, Centro, Porto Alegre - RS - 15925-331";"847,1196"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Express";"Rua Direita, 4223, São Cristóvão, Salvador - BA - 30923-308";"1476,6164"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Premium";"Av. da Praia, 132, Santa Mônica, Porto Alegre - RS - 10629-648";"845,1378"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Premium";"Rua Marechal Floriano, 179, Jardim Europa, Rio de Janeiro - RJ - 67992-402";"356,3066"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Premium";"Av. João Pessoa, 1165, Santa Mônica, Salvador - BA - 68866-847";"1501,4589"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Centro";"Rua Direita, 375, Centro, Curitiba - PR - 79719-887";"332,7244"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Shopping";"Av. Goiás, 3014, Centro, Salvador - BA - 59743-353";"1459,8810"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Outlet";"Av. da Praia, 2338, Jardim Europa, Belo Horizonte - MG - 79608-549";"506,5165"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Express";"Av. Brasil, 4550, Jardim Europa, Porto Alegre - RS - 64330-876";"841,7419"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Shopping";"Av. Paulista, 1463, Santa Mônica, Rio de Janeiro - RJ - 11791-768";"287,4325"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Outlet";"Av. da Praia, 4748, Centro, Salvador - BA - 53078-295";"1459,8482"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Shopping";"Av. Paulista, 3547, Santa Mônica, Curitiba - PR - 45074-775";"338,8158"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Centro";"Av. Brasil, 4926, Boa Vista, Porto Alegre - RS - 58515-612";"841,9060"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Outlet";"Rua Primeiro de Maio, 511, Santa Mônica, Curitiba - PR - 59677-738";"338,6913"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Centro";"Av. João Pessoa, 70, Boa Vista, Belo Horizonte - MG - 55581-619";"501,2929"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Centro";"Av. Paulista, 3464, Santa Mônica, Salvador - BA - 41373-671";"1468,3286"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Centro";"Rua José Bonifácio, 3107, Santa Mônica, Curitiba - PR - 30858-533";"332,2945"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Centro";"Rua Marechal Floriano, 4261, Boa Vista, Porto Alegre - RS - 46255-124";"823,0936"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Express";"Rua Direita, 2512, Estoril, São Paulo - SP - 65485-211";"24,7520"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Express";"Av. da Praia, 3346, Vila Rica, Salvador - BA - 72246-512";"1459,4689"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Premium";"Rua Direita, 1676, Santa Mônica, Porto Alegre - RS - 50039-668";"841,7259"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Unidade Outlet";"Rua Marechal Floriano, 4433, São Cristóvão, Belo Horizonte - MG - 28695-443";"506,5792"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Express";"Rua Direita, 2487, Cidade Nova, Rio de Janeiro - RJ - 22188-907";"362,9361"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Premium";"Rua Primeiro de Maio, 2918, Jardim Europa, Curitiba - PR - 48698-712";"338,3254"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Shopping";"Rua Direita, 4878, Jardim América, Belo Horizonte - MG - 38232-239";"493,0799"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Centro";"Av. Goiás, 4318, Cidade Nova, Curitiba - PR - 77497-622";"331,6473"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Outlet";"Rua Direita, 456, Jardim América, Curitiba - PR - 36330-938";"331,6473"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"MegaStore Centro";"Rua Marechal Floriano, 497, Jardim América, São Paulo - SP - 84893-353";"67,9116"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Shopping";"Rua Primeiro de Maio, 3093, Centro, Salvador - BA - 21998-578";"1474,1450"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Express";"Praça da Sé, 1885, Jardim Europa, Porto Alegre - RS - 10404-480";"841,0830"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Premium";"Rua Marechal Floriano, 2022, Santa Mônica, Belo Horizonte - MG - 23831-829";"506,5792"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Shopping";"Praça da Sé, 3085, Estoril, Curitiba - PR - 25441-412";"331,6473"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Outlet";"Rua Direita, 2399, Centro, São Paulo - SP - 76908-721";"7,0399"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Loja Outlet";"Av. Brasil, 4659, Cidade Nova, Salvador - BA - 92230-592";"1463,9285"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Shopping";"Av. Brasil, 3938, Cidade Nova, Porto Alegre - RS - 73503-789";"841,7419"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Ponto de Venda Centro";"Av. Brasil, 3297, Santa Mônica, São Paulo - SP - 88093-467";"16,1882"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Outlet";"Av. Paulista, 4385, São Cristóvão, Rio de Janeiro - RJ - 89505-855";"360,9450"
"Carlos Ferreira";"Rua das Flores, 114, Moema, Rio de Janeiro - RJ - 88855-128";"Filial Express";"Praça da Sé, 4199, Santa Mônica, Curitiba - PR - 52163-944";"331,6473"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"MegaStore Shopping";"Rua Direita, 4532, Industrial, Salvador - BA - 96088-292";"1800,7676"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Shopping";"Rua Marechal Floriano, 664, Industrial, Belo Horizonte - MG - 94718-480";"829,7936"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Centro";"Av. Goiás, 3547, Boa Vista, São Paulo - SP - 96021-880";"340,1897"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Outlet";"Rua Primeiro de Maio, 4332, Jardim Europa, Rio de Janeiro - RJ - 89454-431";"657,7907"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Outlet";"Av. João Pessoa, 4134, Industrial, Belo Horizonte - MG - 91955-239";"820,5977"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Shopping";"Praça da Sé, 1490, Jardim América, Belo Horizonte - MG - 44437-275";"816,1821"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Express";"Av. João Pessoa, 4069, Jardim América, Salvador - BA - 60696-715";"2668,5316"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Express";"Av. Paulista, 3360, Cidade Nova, Curitiba - PR - 67263-526";"0,0000"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Express";"Av. Brasil, 265, Vila Rica, Rio de Janeiro - RJ - 74715-351";"672,5023"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"MegaStore Shopping";"Rua Primeiro de Maio, 4913, Industrial, Porto Alegre - RS - 12239-546";"551,2818"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Express";"Av. Paulista, 2141, Jardim América, Rio de Janeiro - RJ - 25833-530";"669,6052"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Shopping";"Rua Direita, 2037, Santa Mônica, Porto Alegre - RS - 12184-133";"547,1033"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"MegaStore Premium";"Rua Marechal Floriano, 2237, Estoril, Salvador - BA - 48333-446";"1782,2765"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Outlet";"Rua José Bonifácio, 4827, Centro, São Paulo - SP - 87114-549";"338,1312"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Express";"Av. da Praia, 4425, Cidade Nova, São Paulo - SP - 85287-158";"319,2931"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Ponto de Venda Outlet";"Rua Marechal Floriano, 3266, Vila Rica, Rio de Janeiro - RJ - 28998-401";"671,4456"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Outlet";"Av. Brasil, 4363, São Cristóvão, Curitiba - PR - 79704-384";"423,5620"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Shopping";"Rua Primeiro de Maio, 584, Centro, Curitiba - PR - 96845-846";"9,6197"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"MegaStore Express";"Av. Paulista, 4736, Cidade Nova, Salvador - BA - 86467-840";"1791,6155"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Premium";"Av. Paulista, 2636, Jardim Europa, Salvador - BA - 66695-793";"1791,6155"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Shopping";"Av. Paulista, 4485, Vila Rica, Rio de Janeiro - RJ - 52118-520";"696,0876"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Ponto de Venda Centro";"Rua Direita, 200, Jardim Europa, Curitiba - PR - 80016-948";"0,0000"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Express";"Praça da Sé, 2215, São Cristóvão, Curitiba - PR - 75665-892";"12,9653"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Express";"Av. da Praia, 2616, Centro, Belo Horizonte - MG - 61220-847";"820,5888"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"MegaStore Centro";"Rua Primeiro de Maio, 775, Cidade Nova, São Paulo - SP - 49885-210";"348,0405"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Premium";"Rua Marechal Floriano, 1594, Vila Rica, Rio de Janeiro - RJ - 72783-244";"671,9968"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Shopping";"Av. Paulista, 4901, Vila Rica, Salvador - BA - 51307-333";"1791,6155"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Premium";"Av. Paulista, 4806, Jardim América, Rio de Janeiro - RJ - 20122-758";"669,6052"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Express";"Av. Paulista, 2628, Santa Mônica, Rio de Janeiro - RJ - 25785-465";"575,4090"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Ponto de Venda Outlet";"Rua Direita, 3673, Industrial, São Paulo - SP - 45233-382";"338,2995"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Express";"Av. Brasil, 4772, Vila Rica, Belo Horizonte - MG - 94206-670";"819,4888"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Outlet";"Av. Brasil, 737, Estoril, Porto Alegre - RS - 39791-859";"543,5655"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Express";"Av. Goiás, 2828, Jardim Europa, Curitiba - PR - 79150-343";"5,6439"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Outlet";"Rua Direita, 4474, Centro, São Paulo - SP - 95416-100";"338,2682"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"MegaStore Outlet";"Rua Direita, 729, Boa Vista, Salvador - BA - 84876-218";"1800,7676"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Express";"Av. João Pessoa, 2561, Vila Rica, Salvador - BA - 53827-722";"1790,2659"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Express";"Av. Brasil, 3849, Vila Rica, São Paulo - SP - 43536-617";"345,1110"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Centro";"Rua Direita, 2101, São Cristóvão, Salvador - BA - 27282-203";"1800,2286"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"MegaStore Express";"Rua José Bonifácio, 3018, Cidade Nova, Curitiba - PR - 70319-317";"2678,0097"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Loja Shopping";"Rua Direita, 1772, Jardim América, São Paulo - SP - 87407-632";"338,2995"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"MegaStore Express";"Av. Goiás, 4725, Estoril, Porto Alegre - RS - 62454-476";"551,6266"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Centro";"Av. Goiás, 1929, Centro, Porto Alegre - RS - 19772-705";"547,1299"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Premium";"Av. João Pessoa, 1335, Centro, São Paulo - SP - 66659-700";"328,9042"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Filial Shopping";"Av. Brasil, 3495, Jardim Europa, Belo Horizonte - MG - 52879-896";"828,5261"
"Julia Souza";"Rua Dom Pedro, 1333, Barra da Tijuca, Curitiba - PR - 58798-459";"Unidade Centro";"Av. da Praia, 1799, Centro, Curitiba - PR - 27187-567";"1,2459"
